Date,Open,High,Low,Close,Volume
2020-07-31,102.885002,106.415001,100.824997,106.260002,374336800.0
2020-08-03,108.199997,111.637497,107.892502,108.9375,308151200.0
2020-08-04,109.1325,110.790001,108.387497,109.665001,173071600.0
2020-08-05,109.377502,110.392502,108.897499,110.0625,121776800.0
2020-08-06,,,,,
2020-08-07,,,,,
2020-08-10,,,,,
2020-08-11,111.970001,112.482498,109.107498,109.375,187902400.0
2020-08-12,,,,,
2020-08-13,114.43,116.042503,113.927498,115.010002,210082000.0
2020-08-14,114.830002,115.0,113.044998,114.907501,165565200.0
2020-08-17,116.0625,116.087502,113.962502,114.607498,119561600.0
2020-08-18,114.352501,116.0,114.0075,115.5625,105633600.0
2020-08-19,,,,,
2020-08-20,115.75,118.392502,115.732498,118.275002,126907200.0
2020-08-21,,,,,
2020-08-24,128.697495,128.785004,123.9375,125.857498,345937600.0
2020-08-25,124.697502,125.18,123.052498,124.824997,211495600.0
2020-08-26,126.18,126.9925,125.082497,126.522499,163022400.0
2020-08-27,,,,,
2020-08-28,126.012497,126.442497,124.577499,124.807503,187630000.0
2020-08-31,,,,,
2020-09-01,132.759995,134.800003,130.529999,134.179993,151948100.0
2020-09-02,137.589996,137.979996,127.0,131.399994,200119000.0
2020-09-03,126.910004,128.839996,120.5,120.879997,257599600.0
2020-09-04,,,,,
2020-09-08,113.949997,118.989998,112.68,112.82,231366600.0
2020-09-09,117.260002,119.139999,115.260002,117.32,176940500.0
2020-09-10,120.360001,120.5,112.5,113.489998,182274400.0
2020-09-11,,,,,
2020-09-14,,,,,
2020-09-15,118.330002,118.830002,113.610001,115.540001,184642000.0
2020-09-16,,,,,
2020-09-17,109.720001,112.199997,108.709999,110.339996,178011000.0
2020-09-18,,,,,
2020-09-21,104.540001,110.190002,103.099998,110.080002,195713800.0
2020-09-22,,,,,
2020-09-23,,,,,
2020-09-24,,,,,
2020-09-25,108.43,112.440002,107.669998,112.279999,149981400.0
2020-09-28,,,,,
2020-09-29,114.550003,115.309998,113.57,114.089996,99382200.0
2020-09-30,113.790001,117.260002,113.620003,115.809998,142675200.0
2020-10-01,117.639999,117.720001,115.830002,116.790001,116120400.0
2020-10-02,112.889999,115.370003,112.220001,113.019997,144712000.0
2020-10-05,113.910004,116.650002,113.550003,116.5,106243800.0
2020-10-06,115.699997,116.120003,112.25,113.160004,161498200.0
2020-10-07,114.620003,115.550003,114.129997,115.080002,96849000.0
2020-10-08,116.25,116.400002,114.589996,114.970001,83477200.0
2020-10-09,115.279999,117.0,114.919998,116.970001,100506900.0
2020-10-12,120.059998,125.18,119.279999,124.400002,240226800.0
2020-10-13,125.269997,125.389999,119.650002,121.099998,262330500.0
2020-10-14,121.0,123.029999,119.620003,121.190002,150712000.0
2020-10-15,118.720001,121.199997,118.150002,120.709999,112559200.0
2020-10-16,,,,,
2020-10-19,119.959999,120.419998,115.660004,115.980003,120639300.0
2020-10-20,116.199997,118.980003,115.629997,117.510002,124423700.0
2020-10-21,116.669998,118.709999,116.449997,116.870003,89946000.0
2020-10-22,117.449997,118.040001,114.589996,115.75,101988000.0
2020-10-23,,,,,
2020-10-26,114.010002,116.550003,112.879997,115.050003,111850700.0
2020-10-27,115.489998,117.279999,114.540001,116.599998,92276800.0
2020-10-28,115.050003,115.43,111.099998,111.199997,143937800.0
2020-10-29,112.370003,116.93,112.199997,115.32,146129200.0
2020-10-30,111.059998,111.989998,107.720001,108.860001,190272600.0
2020-11-02,109.110001,110.68,107.32,108.769997,122866900.0
2020-11-03,,,,,
2020-11-04,114.139999,115.589996,112.349998,114.949997,138235500.0
2020-11-05,117.949997,119.620003,116.870003,119.029999,126387100.0
2020-11-06,118.32,119.199997,116.129997,118.690002,114457900.0
2020-11-09,120.5,121.989998,116.050003,116.32,154515300.0
2020-11-10,115.550003,117.589996,114.129997,115.970001,138023400.0
2020-11-11,,,,,
2020-11-12,119.620003,120.529999,118.57,119.209999,103162300.0
2020-11-13,,,,,
2020-11-16,118.919998,120.989998,118.150002,120.300003,91183000.0
2020-11-17,119.550003,120.669998,118.959999,119.389999,74271000.0
2020-11-18,118.610001,119.82,118.0,118.029999,76322100.0
2020-11-19,117.589996,119.059998,116.809998,118.639999,74113000.0
2020-11-20,118.639999,118.769997,117.290001,117.339996,73604300.0
2020-11-23,117.18,117.620003,113.75,113.849998,127959300.0
2020-11-24,113.910004,115.849998,112.589996,115.169998,113874200.0
2020-11-25,115.550003,116.75,115.169998,116.029999,76499200.0
2020-11-27,116.57,117.489998,116.220001,116.589996,46691300.0
2020-11-30,116.970001,120.970001,116.809998,119.050003,169410200.0
2020-12-01,121.010002,123.470001,120.010002,122.720001,127728200.0
2020-12-02,122.019997,123.370003,120.889999,123.080002,89004200.0
2020-12-03,123.519997,123.779999,122.209999,122.940002,78967600.0
2020-12-04,122.599998,122.860001,121.519997,122.25,78260400.0
2020-12-07,,,,,
2020-12-08,124.370003,124.980003,123.089996,124.379997,82225500.0
2020-12-09,124.529999,125.949997,121.0,121.779999,115089200.0
2020-12-10,120.5,123.870003,120.150002,123.239998,81312200.0
2020-12-11,122.43,122.760002,120.550003,122.410004,86939800.0
2020-12-14,,,,,
2020-12-15,124.339996,127.900002,124.129997,127.879997,157243700.0
2020-12-16,,,,,
2020-12-17,128.899994,129.580002,128.039993,128.699997,94359800.0
2020-12-18,,,,,
2020-12-21,125.019997,128.309998,123.449997,128.229996,121251600.0
2020-12-22,131.610001,134.410004,129.649994,131.880005,168904800.0
2020-12-23,,,,,
2020-12-24,,,,,
2020-12-28,,,,,
2020-12-29,138.050003,138.789993,134.339996,134.869995,121047300.0
2020-12-30,135.580002,135.990005,133.399994,133.720001,96452100.0
2020-12-31,134.080002,134.740005,131.720001,132.690002,99116600.0
2021-01-04,133.520004,133.610001,126.760002,129.410004,143301900.0
2021-01-05,128.889999,131.740005,128.429993,131.009995,97664900.0
2021-01-06,127.720001,131.050003,126.379997,126.599998,155088000.0
2021-01-07,128.360001,131.630005,127.860001,130.919998,109578200.0
2021-01-08,,,,,
2021-01-11,129.190002,130.169998,128.5,128.979996,100384500.0
2021-01-12,128.5,129.690002,126.860001,128.800003,91951100.0
2021-01-13,128.759995,131.449997,128.490005,130.889999,88636800.0
2021-01-14,130.800003,131.0,128.759995,128.910004,90221800.0
2021-01-15,128.779999,130.220001,127.0,127.139999,111598500.0
2021-01-19,127.779999,128.710007,126.940002,127.830002,90757300.0
2021-01-20,128.660004,132.490005,128.550003,132.029999,104319500.0
2021-01-21,133.800003,139.669998,133.589996,136.869995,120150900.0
2021-01-22,136.279999,139.850006,135.020004,139.070007,114459400.0
2021-01-25,143.070007,145.089996,136.539993,142.919998,157611700.0
2021-01-26,143.600006,144.300003,141.369995,143.160004,98390600.0
2021-01-27,143.429993,144.300003,140.410004,142.059998,140843800.0
2021-01-28,139.520004,141.990005,136.699997,137.089996,142621100.0
2021-01-29,,,,,
2021-02-01,133.75,135.380005,130.929993,134.139999,106239800.0
2021-02-02,,,,,
2021-02-03,,,,,
2021-02-04,136.300003,137.399994,134.589996,137.389999,84183100.0
2021-02-05,137.350006,137.419998,135.860001,136.759995,75693800.0
2021-02-08,136.029999,136.960007,134.919998,136.910004,71297200.0
2021-02-09,,,,,
2021-02-10,136.479996,136.990005,134.399994,135.389999,73046600.0
2021-02-11,135.899994,136.389999,133.770004,135.130005,64280000.0
2021-02-12,134.350006,135.529999,133.690002,135.369995,60145100.0
2021-02-16,135.490005,136.009995,132.789993,133.190002,80576300.0
2021-02-17,131.25,132.220001,129.470001,130.839996,97918500.0
2021-02-18,,,,,
2021-02-19,,,,,
2021-02-22,,,,,
2021-02-23,,,,,
2021-02-24,124.940002,125.559998,122.230003,125.349998,111039900.0
2021-02-25,124.68,126.459999,120.540001,120.989998,148199500.0
2021-02-26,122.589996,124.849998,121.199997,121.260002,164560400.0
2021-03-01,,,,,
2021-03-02,128.410004,128.720001,125.010002,125.120003,102260900.0
2021-03-03,124.809998,125.709999,121.839996,122.059998,112966300.0
2021-03-04,121.75,123.599998,118.620003,120.129997,178155000.0
2021-03-05,120.980003,121.940002,117.57,121.419998,153766600.0
2021-03-08,120.93,121.0,116.209999,116.360001,154376600.0
2021-03-09,119.029999,122.059998,118.790001,121.089996,129525800.0
2021-03-10,121.690002,122.169998,119.449997,119.980003,111943300.0
2021-03-11,122.540001,123.209999,121.260002,121.959999,103026500.0
2021-03-12,120.400002,121.169998,119.160004,121.029999,88105100.0
2021-03-15,121.410004,124.0,120.419998,123.989998,92403800.0
2021-03-16,125.699997,127.220001,124.720001,125.57,115227900.0
2021-03-17,124.050003,125.860001,122.339996,124.760002,111932600.0
2021-03-18,,,,,
2021-03-19,119.900002,121.43,119.68,119.989998,185549500.0
2021-03-22,,,,,
2021-03-23,123.330002,124.239998,122.139999,122.540001,95467100.0
2021-03-24,122.82,122.900002,120.07,120.089996,88530500.0
2021-03-25,,,,,
2021-03-26,,,,,
2021-03-29,121.650002,122.580002,120.730003,121.389999,80819200.0
2021-03-30,120.110001,120.400002,118.860001,119.900002,85671900.0
2021-03-31,121.650002,123.519997,121.150002,122.150002,118323800.0
2021-04-01,123.660004,124.18,122.489998,123.0,75089100.0
2021-04-05,123.870003,126.160004,123.07,125.900002,88651200.0
2021-04-06,126.5,127.129997,125.650002,126.209999,80171300.0
2021-04-07,125.830002,127.919998,125.139999,127.900002,83466700.0
2021-04-08,128.949997,130.389999,128.520004,130.360001,88844600.0
2021-04-09,129.800003,133.039993,129.470001,133.0,106686700.0
2021-04-12,132.520004,132.850006,130.630005,131.240005,91420000.0
2021-04-13,132.440002,134.660004,131.929993,134.429993,91266500.0
2021-04-14,134.940002,135.0,131.660004,132.029999,87222800.0
2021-04-15,133.820007,135.0,133.639999,134.5,89347100.0
2021-04-16,134.300003,134.669998,133.279999,134.160004,84922400.0
2021-04-19,133.509995,135.470001,133.339996,134.839996,94264200.0
2021-04-20,135.020004,135.529999,131.809998,133.110001,94812300.0
2021-04-21,132.360001,133.75,131.300003,133.5,68847100.0
2021-04-22,133.039993,134.149994,131.410004,131.940002,84566500.0
2021-04-23,132.160004,135.119995,132.160004,134.320007,78657500.0
2021-04-26,134.830002,135.059998,133.559998,134.720001,66905100.0
2021-04-27,135.009995,135.410004,134.110001,134.389999,66015800.0
2021-04-28,134.309998,135.020004,133.080002,133.580002,107760100.0
2021-04-29,136.470001,137.070007,132.449997,133.479996,151101000.0
2021-04-30,131.779999,133.559998,131.070007,131.460007,109839500.0
2021-05-03,132.039993,134.070007,131.830002,132.539993,75135100.0
2021-05-04,131.190002,131.490005,126.699997,127.849998,137564700.0
2021-05-05,129.199997,130.449997,127.970001,128.100006,84000900.0
2021-05-06,127.889999,129.75,127.129997,129.740005,78128300.0
2021-05-07,130.850006,131.259995,129.479996,130.210007,78973300.0
2021-05-10,129.410004,129.539993,126.809998,126.849998,88071200.0
2021-05-11,123.5,126.269997,122.769997,125.910004,126142800.0
2021-05-12,123.400002,124.639999,122.25,122.769997,112172300.0
2021-05-13,124.580002,126.150002,124.260002,124.970001,105861300.0
2021-05-14,126.25,127.889999,125.849998,127.449997,81918000.0
2021-05-17,126.82,126.93,125.169998,126.269997,74244600.0
2021-05-18,126.559998,126.989998,124.779999,124.849998,63342900.0
2021-05-19,123.160004,124.919998,122.860001,124.690002,92612000.0
2021-05-20,125.230003,127.720001,125.099998,127.309998,76857100.0
2021-05-21,127.82,128.0,125.209999,125.43,79295400.0
2021-05-24,126.010002,127.940002,125.940002,127.099998,63092900.0
2021-05-25,127.82,128.320007,126.32,126.900002,72009500.0
2021-05-26,126.959999,127.389999,126.419998,126.849998,56575900.0
2021-05-27,126.440002,127.639999,125.080002,125.279999,94625600.0
2021-05-28,125.57,125.800003,124.550003,124.610001,71311100.0
2021-06-01,125.080002,125.349998,123.940002,124.279999,67637100.0
2021-06-02,124.279999,125.239998,124.050003,125.059998,59278900.0
2021-06-03,124.68,124.849998,123.129997,123.540001,76229200.0
2021-06-04,124.07,126.160004,123.849998,125.889999,75169300.0
2021-06-07,126.169998,126.32,124.830002,125.900002,71057600.0
2021-06-08,126.599998,128.460007,126.209999,126.739998,74403800.0
2021-06-09,127.209999,127.75,126.519997,127.129997,56877900.0
2021-06-10,127.019997,128.190002,125.940002,126.110001,71186400.0
2021-06-11,126.529999,127.440002,126.099998,127.349998,53522400.0
2021-06-14,127.82,130.539993,127.07,130.479996,96906500.0
2021-06-15,129.940002,130.600006,129.389999,129.639999,62746300.0
2021-06-16,130.369995,130.889999,128.460007,130.149994,91815000.0
2021-06-17,129.800003,132.550003,129.649994,131.789993,96721700.0
2021-06-18,130.710007,131.509995,130.240005,130.460007,108953300.0
2021-06-21,130.300003,132.410004,129.210007,132.300003,79663300.0
2021-06-22,132.130005,134.080002,131.619995,133.979996,74783600.0
2021-06-23,133.770004,134.320007,133.229996,133.699997,60214200.0
2021-06-24,134.449997,134.639999,132.929993,133.410004,68711000.0
2021-06-25,133.460007,133.889999,132.809998,133.110001,70783700.0
2021-06-28,133.410004,135.25,133.350006,134.779999,62111300.0
2021-06-29,134.800003,136.490005,134.350006,136.330002,64556100.0
2021-06-30,136.169998,137.410004,135.869995,136.960007,63261400.0
2021-07-01,136.600006,137.330002,135.759995,137.270004,52485800.0
2021-07-02,137.899994,140.0,137.75,139.960007,78852600.0
2021-07-06,140.070007,143.149994,140.070007,142.020004,108181800.0
2021-07-07,143.539993,144.889999,142.660004,144.570007,104911600.0
2021-07-08,141.580002,144.059998,140.669998,143.240005,105575500.0
2021-07-09,142.75,145.649994,142.649994,145.110001,99890800.0
2021-07-12,146.210007,146.320007,144.0,144.5,76299700.0
2021-07-13,144.029999,147.460007,143.630005,145.639999,100827100.0
2021-07-14,148.100006,149.570007,147.679993,149.149994,127050800.0
2021-07-15,149.240005,150.0,147.089996,148.479996,106820300.0
2021-07-16,148.460007,149.759995,145.880005,146.389999,93251400.0
2021-07-19,143.75,144.070007,141.669998,142.449997,121434600.0
2021-07-20,143.460007,147.100006,142.960007,146.149994,96350000.0
2021-07-21,145.529999,146.130005,144.630005,145.399994,74993500.0
2021-07-22,145.940002,148.199997,145.809998,146.800003,77338200.0
2021-07-23,147.550003,148.720001,146.919998,148.559998,71447400.0
2021-07-26,148.270004,149.830002,147.699997,148.990005,72434100.0
2021-07-27,149.119995,149.210007,145.550003,146.770004,104818600.0
2021-07-28,144.809998,146.970001,142.539993,144.979996,118931200.0
2021-07-29,144.690002,146.550003,144.580002,145.639999,56699500.0
2021-07-30,144.380005,146.330002,144.110001,145.860001,70382000.0
2021-08-02,146.360001,146.949997,145.25,145.520004,62880000.0
2021-08-03,145.809998,148.039993,145.179993,147.360001,64786600.0
