Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,51.607498,51.744999,51.055000,51.424999,50.594364,80092000
2019-09-04,52.097500,52.369999,51.830002,52.297501,51.452770,76752400
2019-09-05,53.000000,53.492500,52.877499,53.320000,52.458759,95654800
2019-09-06,53.512501,53.605000,53.127499,53.314999,52.453835,77449200
2019-09-09,53.709999,54.110001,52.767502,53.542500,52.677662,109237600
2019-09-10,53.465000,54.195000,52.927502,54.174999,53.299946,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.994625,177158400
2019-09-12,56.200001,56.605000,55.715000,55.772499,54.871643,128906800
2019-09-13,55.000000,55.197498,54.255001,54.687500,53.804165,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,54.087029,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.283794,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.792934,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.347748,88242400
2019-09-20,55.345001,55.639999,54.367500,54.432499,53.553288,221652400
2019-09-23,54.737499,54.959999,54.412498,54.680000,53.796791,76662000
2019-09-24,55.257500,55.622501,54.297501,54.419998,53.540993,124763200
2019-09-25,54.637501,55.375000,54.285000,55.257500,54.364956,87613600
2019-09-26,55.000000,55.235001,54.707500,54.972500,54.084572,75334000
2019-09-27,55.134998,55.240002,54.320000,54.705002,53.821388,101408000
2019-09-30,55.224998,56.145000,55.197498,55.992500,55.088093,103909600
2019-10-01,56.267502,57.055000,56.049999,56.147499,55.240589,139223200
2019-10-02,55.764999,55.895000,54.482498,54.740002,53.855820,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.313313,114426000
2019-10-04,56.410000,56.872501,55.972500,56.752499,55.835812,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,55.848114,122306000
2019-10-08,56.455002,57.014999,56.082500,56.099998,55.193851,111820000
2019-10-09,56.757500,56.947498,56.410000,56.757500,55.840736,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.593372,113013600
2019-10-11,58.237499,59.410000,58.077499,59.052502,58.098667,166795600
2019-10-14,58.724998,59.532501,58.667500,58.967499,58.015041,96427600
2019-10-15,59.097500,59.412498,58.720001,58.830002,57.879761,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.646091,73903200
2019-10-17,58.772499,59.037498,58.380001,58.820000,57.869919,67585200
2019-10-18,58.647499,59.395000,58.572498,59.102501,58.147858,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,59.156303,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,59.021027,82293600
2019-10-23,60.525002,60.810001,60.305000,60.794998,59.813019,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895000,59.911400,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645000,60.649288,73477200
2019-10-28,61.855000,62.312500,61.680000,62.262501,61.256817,96572800
2019-10-29,62.242500,62.437500,60.642502,60.822498,59.840073,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,59.832691,124522000
2019-10-31,61.810001,62.292500,59.314999,62.189999,61.185486,139162000
