Date,Open,High,Low,Close,Adj Close,Volume
2019-10-09,179.160004,180.720001,177.940002,179.850006,179.850006,7556900
2019-10-10,180.320007,181.610001,179.169998,180.029999,180.029999,8605000
2019-10-11,182.149994,186.490005,182.139999,184.190002,184.190002,14930500
2019-10-14,184.199997,184.619995,182.570007,183.279999,183.279999,7006000
2019-10-15,183.800003,190.380005,183.660004,188.889999,188.889999,15039100
2019-10-16,188.320007,189.699997,186.899994,189.550003,189.550003,10516900
2019-10-17,190.300003,190.839996,188.770004,190.389999,190.389999,9603000
2019-10-18,190.229996,191.490005,183.919998,185.850006,185.850006,16874200
2019-10-21,187.039993,189.910004,186.750000,189.759995,189.759995,8122600
2019-10-22,190.000000,190.649994,181.500000,182.339996,182.339996,19537600
2019-10-23,182.009995,186.380005,182.000000,186.149994,186.149994,12300400
2019-10-24,184.619995,186.729996,182.800003,186.380005,186.380005,11413500
2019-10-25,185.830002,189.000000,185.089996,187.889999,187.889999,8061200
2019-10-28,187.199997,189.529999,185.080002,189.399994,189.399994,13657900
2019-10-29,191.690002,192.529999,188.470001,189.309998,189.309998,13574900
2019-10-30,189.559998,190.449997,185.979996,188.250000,188.250000,28734600
2019-10-31,196.699997,198.089996,188.250000,191.649994,191.649994,42286500
2019-11-01,192.850006,194.110001,189.910004,193.619995,193.619995,21711800
2019-11-04,194.550003,197.369995,193.809998,194.720001,194.720001,16371300
2019-11-05,195.369995,195.750000,193.600006,194.320007,194.320007,9942000
2019-11-06,194.029999,194.369995,191.350006,191.550003,191.550003,10973000
2019-11-07,191.910004,193.440002,189.470001,190.419998,190.419998,13473000
2019-11-08,190.000000,192.339996,189.699997,190.839996,190.839996,10760800
2019-11-11,189.929993,190.080002,188.539993,189.610001,189.610001,8631200
2019-11-12,190.000000,195.059998,189.740005,194.470001,194.470001,17615500
2019-11-13,194.699997,195.699997,192.740005,193.190002,193.190002,10860700
2019-11-14,192.929993,194.029999,191.449997,193.149994,193.149994,9040500
2019-11-15,194.259995,195.300003,193.380005,195.100006,195.100006,11524300
2019-11-18,194.559998,198.630005,193.050003,197.399994,197.399994,16167200
2019-11-19,197.399994,200.000000,196.860001,199.320007,199.320007,19056800
2019-11-20,198.580002,199.589996,195.429993,197.509995,197.509995,12355400
2019-11-21,197.419998,199.089996,196.860001,197.929993,197.929993,12131000
2019-11-22,198.380005,199.300003,197.619995,198.820007,198.820007,9959800
2019-11-25,199.520004,200.970001,199.250000,199.789993,199.789993,15272300
2019-11-26,200.000000,200.149994,198.039993,198.970001,198.970001,11735500
2019-11-27,199.899994,203.139999,199.419998,202.000000,202.000000,12736600
2019-11-29,201.600006,203.800003,201.210007,201.639999,201.639999,7985200
2019-12-02,202.130005,202.179993,198.050003,199.699997,199.699997,11503400
2019-12-03,197.600006,198.929993,195.080002,198.820007,198.820007,11595300
2019-12-04,200.000000,200.029999,198.050003,198.710007,198.710007,8456300
2019-12-05,199.860001,201.289993,198.210007,199.360001,199.360001,9740400
2019-12-06,200.500000,201.570007,200.059998,201.050003,201.050003,12270600
2019-12-09,200.649994,203.139999,200.210007,201.339996,201.339996,11954800
2019-12-10,201.660004,202.050003,200.149994,200.869995,200.869995,9475700
2019-12-11,200.279999,202.630005,200.279999,202.259995,202.259995,8036800
2019-12-12,202.350006,203.660004,194.100006,196.750000,196.750000,23734800
2019-12-13,196.399994,196.800003,193.169998,194.110001,194.110001,18798000
2019-12-16,195.270004,199.119995,194.809998,197.919998,197.919998,14911500
2019-12-17,198.839996,199.000000,196.130005,198.389999,198.389999,10175700
2019-12-18,200.089996,204.300003,200.089996,202.500000,202.500000,23274400
2019-12-19,202.779999,206.300003,202.509995,206.059998,206.059998,16514600
2019-12-20,207.479996,207.710007,203.429993,206.300003,206.300003,27306900
2019-12-23,206.699997,208.589996,205.679993,206.179993,206.179993,13348900
2019-12-24,206.300003,206.789993,205.000000,205.119995,205.119995,6046300
2019-12-26,205.570007,207.820007,205.309998,207.789993,207.789993,9350700
2019-12-27,208.669998,208.929993,206.589996,208.100006,208.100006,10284200
2019-12-30,207.860001,207.899994,203.899994,204.410004,204.410004,10524300
2019-12-31,204.000000,205.559998,203.600006,205.250000,205.250000,8953500
2020-01-02,206.750000,209.789993,206.270004,209.779999,209.779999,12077100
2020-01-03,207.210007,210.399994,206.949997,208.669998,208.669998,11188400
2020-01-06,206.699997,212.779999,206.520004,212.600006,212.600006,17058900
2020-01-07,212.820007,214.580002,211.750000,213.059998,213.059998,14912400
2020-01-08,213.000000,216.240005,212.610001,215.220001,215.220001,13475000
