date,open,high,low,close,volume,R
2012-06-21 10:30:50,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:51,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:52,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:53,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:54,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:55,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:56,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:57,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:58,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:30:59,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:31:00,27.33,27.33,27.33,27.33,3850,0.0
2012-06-21 10:31:01,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:31:02,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:31:03,27.33,27.33,27.33,27.33,0,0.0
2012-06-21 10:31:04,27.33,27.33,27.33,27.33,0,4e-05
2012-06-21 10:31:05,27.33,27.33,27.33,27.33,0,7e-05
2012-06-21 10:31:06,27.33,27.33,27.33,27.33,0,0.00011
2012-06-21 10:31:07,27.33,27.33,27.33,27.33,3223,0.00015
2012-06-21 10:31:08,27.335,27.335,27.335,27.335,100,0.00015
2012-06-21 10:31:09,27.335,27.335,27.335,27.335,0,0.00011
2012-06-21 10:31:10,27.335,27.335,27.335,27.335,0,7e-05
2012-06-21 10:31:11,27.335,27.335,27.335,27.335,0,4e-05
2012-06-21 10:31:12,27.335,27.335,27.335,27.335,200,0.0
2012-06-21 10:31:13,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:14,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:15,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:16,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:17,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:18,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:19,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:20,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:21,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:22,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:23,27.335,27.335,27.335,27.335,0,0.0
2012-06-21 10:31:24,27.335,27.335,27.335,27.335,0,4e-05
2012-06-21 10:31:25,27.335,27.335,27.335,27.335,0,7e-05
2012-06-21 10:31:26,27.335,27.335,27.335,27.335,0,0.00011
2012-06-21 10:31:27,27.335,27.335,27.335,27.335,0,0.00015
2012-06-21 10:31:28,27.34,27.34,27.34,27.34,2400,0.00015
2012-06-21 10:31:29,27.34,27.34,27.34,27.34,0,0.00011
2012-06-21 10:31:30,27.34,27.34,27.34,27.34,0,7e-05
2012-06-21 10:31:31,27.34,27.34,27.34,27.34,0,4e-05
2012-06-21 10:31:32,27.34,27.34,27.34,27.34,0,0.0
2012-06-21 10:31:33,27.34,27.34,27.34,27.34,0,0.0
2012-06-21 10:31:34,27.34,27.34,27.34,27.34,0,0.0
2012-06-21 10:31:35,27.34,27.34,27.34,27.34,0,7e-05
2012-06-21 10:31:36,27.34,27.34,27.34,27.34,0,0.00015
2012-06-21 10:31:37,27.34,27.34,27.34,27.34,0,0.00022
2012-06-21 10:31:38,27.34,27.34,27.34,27.34,0,0.00029
2012-06-21 10:31:39,27.35,27.35,27.35,27.35,1700,0.00029
2012-06-21 10:31:40,27.35,27.35,27.35,27.35,0,0.00022
2012-06-21 10:31:41,27.35,27.35,27.35,27.35,0,0.00015
2012-06-21 10:31:42,27.35,27.35,27.35,27.35,200,7e-05
2012-06-21 10:31:43,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:44,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:45,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:46,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:47,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:48,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:49,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:50,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:51,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:52,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:53,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:54,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:55,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:56,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:57,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:58,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:31:59,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:00,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:01,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:02,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:03,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:04,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:05,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:06,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:07,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:08,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:09,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:10,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:11,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:12,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:13,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:14,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:32:15,27.35,27.35,27.35,27.35,0,7e-05
2012-06-21 10:32:16,27.35,27.35,27.35,27.35,4300,0.00022
2012-06-21 10:32:17,27.35,27.35,27.35,27.35,0,0.00037
2012-06-21 10:32:18,27.35,27.35,27.35,27.35,0,0.00051
2012-06-21 10:32:19,27.36,27.37,27.36,27.37,3663,0.00058
2012-06-21 10:32:20,27.37,27.37,27.37,27.37,100,0.00051
2012-06-21 10:32:21,27.37,27.37,27.37,27.37,0,0.00037
2012-06-21 10:32:22,27.37,27.37,27.37,27.37,0,0.00022
2012-06-21 10:32:23,27.37,27.37,27.37,27.37,0,7e-05
2012-06-21 10:32:24,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:25,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:26,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:27,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:28,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:29,27.37,27.37,27.37,27.37,1306,0.0
2012-06-21 10:32:30,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:31,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:32,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:33,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:34,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:35,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:32:36,27.37,27.37,27.37,27.37,0,-7e-05
2012-06-21 10:32:37,27.37,27.37,27.37,27.37,0,-0.00015
2012-06-21 10:32:38,27.37,27.37,27.37,27.37,0,-0.00018
2012-06-21 10:32:39,27.37,27.37,27.36,27.365,29150,-0.00022
2012-06-21 10:32:40,27.36,27.36,27.36,27.36,400,-0.00022
2012-06-21 10:32:41,27.36,27.36,27.36,27.36,1100,-0.00015
2012-06-21 10:32:42,27.365,27.365,27.36,27.36,115,-0.00011
2012-06-21 10:32:43,27.365,27.365,27.36,27.36,0,-0.00011
2012-06-21 10:32:44,27.36,27.36,27.36,27.36,1000,-7e-05
2012-06-21 10:32:45,27.36,27.36,27.36,27.36,0,-7e-05
2012-06-21 10:32:46,27.36,27.36,27.36,27.36,0,-7e-05
2012-06-21 10:32:47,27.36,27.36,27.36,27.36,0,-4e-05
2012-06-21 10:32:48,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:49,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:50,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:51,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:52,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:53,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:54,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:55,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:56,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:57,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:58,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:32:59,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:00,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:01,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:02,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:03,27.36,27.36,27.36,27.36,1100,0.0
2012-06-21 10:33:04,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:05,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:06,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:07,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:08,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:09,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:10,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:11,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:12,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:13,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:14,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:15,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:16,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:17,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:18,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:19,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:20,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:21,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:22,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:23,27.36,27.36,27.36,27.36,200,0.0
2012-06-21 10:33:24,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:25,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:26,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:27,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:28,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:29,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:30,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:31,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:32,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:33,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:34,27.36,27.36,27.36,27.36,6647,0.0
2012-06-21 10:33:35,27.36,27.36,27.36,27.36,800,0.0
2012-06-21 10:33:36,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:37,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:38,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:33:39,27.36,27.36,27.36,27.36,0,-7e-05
2012-06-21 10:33:40,27.36,27.36,27.36,27.36,0,-0.00015
2012-06-21 10:33:41,27.36,27.36,27.36,27.36,0,-0.00022
2012-06-21 10:33:42,27.36,27.36,27.36,27.36,0,-0.00029
2012-06-21 10:33:43,27.35,27.35,27.35,27.35,75,-0.00029
2012-06-21 10:33:44,27.35,27.35,27.35,27.35,0,-0.00022
2012-06-21 10:33:45,27.35,27.35,27.35,27.35,0,-0.00015
2012-06-21 10:33:46,27.35,27.35,27.35,27.35,0,-7e-05
2012-06-21 10:33:47,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:33:48,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:33:49,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:33:50,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:33:51,27.35,27.35,27.35,27.35,0,0.0
2012-06-21 10:33:52,27.35,27.35,27.35,27.35,0,4e-05
2012-06-21 10:33:53,27.35,27.35,27.35,27.35,0,7e-05
2012-06-21 10:33:54,27.35,27.35,27.35,27.35,0,0.00011
2012-06-21 10:33:55,27.35,27.35,27.35,27.35,0,0.00015
2012-06-21 10:33:56,27.355,27.355,27.355,27.355,100,0.00015
2012-06-21 10:33:57,27.355,27.355,27.355,27.355,0,0.00011
2012-06-21 10:33:58,27.355,27.355,27.355,27.355,0,7e-05
2012-06-21 10:33:59,27.355,27.355,27.355,27.355,0,4e-05
2012-06-21 10:34:00,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:01,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:02,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:03,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:04,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:05,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:06,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:07,27.355,27.355,27.355,27.355,0,0.0
2012-06-21 10:34:08,27.355,27.355,27.355,27.355,0,4e-05
2012-06-21 10:34:09,27.355,27.355,27.355,27.355,0,7e-05
2012-06-21 10:34:10,27.355,27.355,27.355,27.355,0,0.00011
2012-06-21 10:34:11,27.355,27.355,27.355,27.355,0,0.00015
2012-06-21 10:34:12,27.36,27.365,27.36,27.365,2211,0.00015
2012-06-21 10:34:13,27.36,27.365,27.36,27.365,0,0.00011
2012-06-21 10:34:14,27.36,27.365,27.36,27.365,0,7e-05
2012-06-21 10:34:15,27.36,27.365,27.36,27.365,0,4e-05
2012-06-21 10:34:16,27.36,27.365,27.36,27.365,0,-0.0
2012-06-21 10:34:17,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:18,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:19,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:20,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:21,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:22,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:23,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:24,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:25,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:26,27.36,27.365,27.36,27.365,0,0.0
2012-06-21 10:34:27,27.36,27.36,27.36,27.36,630,0.0
2012-06-21 10:34:28,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:29,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:30,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:31,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:32,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:33,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:34,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:35,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:36,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:37,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:38,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:39,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:40,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:41,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:42,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:43,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:44,27.36,27.36,27.36,27.36,74,0.0
2012-06-21 10:34:45,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:46,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:47,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:48,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:49,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:50,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:51,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:52,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:34:53,27.36,27.36,27.36,27.36,0,7e-05
2012-06-21 10:34:54,27.36,27.36,27.36,27.36,0,0.00015
2012-06-21 10:34:55,27.36,27.36,27.36,27.36,0,0.00022
2012-06-21 10:34:56,27.36,27.36,27.36,27.36,0,0.00029
2012-06-21 10:34:57,27.37,27.37,27.37,27.37,2300,0.00029
2012-06-21 10:34:58,27.37,27.37,27.37,27.37,0,0.00022
2012-06-21 10:34:59,27.37,27.37,27.37,27.37,0,0.00015
2012-06-21 10:35:00,27.37,27.37,27.37,27.37,0,7e-05
2012-06-21 10:35:01,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:02,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:03,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:04,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:05,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:06,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:07,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:08,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:09,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:10,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:11,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:12,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:13,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:14,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:15,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:16,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:17,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:18,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:19,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:20,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:21,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:22,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:23,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:24,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:25,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:26,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:27,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:28,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:29,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:30,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:31,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:32,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:33,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:34,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:35,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:36,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:37,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:38,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:39,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:40,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:41,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:42,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:43,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:44,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:45,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:46,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:47,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:48,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:49,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:50,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:51,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:52,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:53,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:54,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:55,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:56,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:57,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:58,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:35:59,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:00,27.37,27.37,27.37,27.37,0,4e-05
2012-06-21 10:36:01,27.37,27.37,27.37,27.37,0,7e-05
2012-06-21 10:36:02,27.37,27.37,27.37,27.37,0,0.00011
2012-06-21 10:36:03,27.37,27.37,27.37,27.37,0,0.00015
2012-06-21 10:36:04,27.375,27.375,27.375,27.375,4,0.00018
2012-06-21 10:36:05,27.375,27.375,27.375,27.375,0,0.00018
2012-06-21 10:36:06,27.375,27.375,27.375,27.375,0,0.00018
2012-06-21 10:36:07,27.375,27.39,27.375,27.39,12500,0.00018
2012-06-21 10:36:08,27.38,27.38,27.38,27.38,1657,0.00015
2012-06-21 10:36:09,27.38,27.38,27.375,27.375,1448,0.00011
2012-06-21 10:36:10,27.38,27.38,27.375,27.375,0,7e-05
2012-06-21 10:36:11,27.38,27.38,27.375,27.375,0,4e-05
2012-06-21 10:36:12,27.38,27.38,27.375,27.375,0,-7e-05
2012-06-21 10:36:13,27.38,27.38,27.375,27.375,0,-0.00011
2012-06-21 10:36:14,27.38,27.38,27.375,27.375,0,-0.00015
2012-06-21 10:36:15,27.38,27.38,27.375,27.375,0,-0.00015
2012-06-21 10:36:16,27.37,27.37,27.37,27.37,32,-0.00011
2012-06-21 10:36:17,27.375,27.38,27.375,27.38,10000,-4e-05
2012-06-21 10:36:18,27.375,27.38,27.375,27.38,0,-4e-05
2012-06-21 10:36:19,27.38,27.38,27.38,27.38,26,-7e-05
2012-06-21 10:36:20,27.375,27.375,27.375,27.375,100,-0.00011
2012-06-21 10:36:21,27.375,27.375,27.375,27.375,0,-0.00018
2012-06-21 10:36:22,27.37,27.37,27.37,27.37,554,-0.00018
2012-06-21 10:36:23,27.37,27.37,27.37,27.37,0,-0.00015
2012-06-21 10:36:24,27.37,27.37,27.37,27.37,0,-7e-05
2012-06-21 10:36:25,27.37,27.37,27.37,27.37,0,-4e-05
2012-06-21 10:36:26,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:27,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:28,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:29,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:30,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:31,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:32,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:33,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:34,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:35,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:36,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:37,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:38,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:39,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:40,27.37,27.37,27.37,27.37,4305,0.0
2012-06-21 10:36:41,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:42,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:43,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:44,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:45,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:46,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:47,27.37,27.37,27.37,27.37,101,0.0
2012-06-21 10:36:48,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:49,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:50,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:51,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:52,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:53,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:54,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:55,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:56,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:57,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:58,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:36:59,27.37,27.37,27.37,27.37,100,0.0
2012-06-21 10:37:00,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:01,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:02,27.37,27.37,27.37,27.37,4751,0.0
2012-06-21 10:37:03,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:04,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:05,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:06,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:07,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:08,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:09,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:10,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:11,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:12,27.37,27.37,27.37,27.37,0,0.0
2012-06-21 10:37:13,27.37,27.37,27.37,27.37,0,-7e-05
2012-06-21 10:37:14,27.37,27.37,27.37,27.37,0,-0.00015
2012-06-21 10:37:15,27.37,27.37,27.37,27.37,0,-0.00022
2012-06-21 10:37:16,27.37,27.37,27.37,27.37,0,-0.00029
2012-06-21 10:37:17,27.36,27.36,27.36,27.36,71,-0.00029
2012-06-21 10:37:18,27.36,27.36,27.36,27.36,0,-0.00022
2012-06-21 10:37:19,27.36,27.36,27.36,27.36,400,-0.00015
2012-06-21 10:37:20,27.36,27.36,27.36,27.36,0,-7e-05
2012-06-21 10:37:21,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:37:22,27.36,27.36,27.36,27.36,0,0.0
2012-06-21 10:37:23,27.36,27.36,27.36,27.36,0,0.0
